Region,Col1,Contents,Date,Joy_count,Peace_count,sentiment
Kingdom of Saudi Arabia,قحبه مشتهيه,"ابنها ينكها وتروحله بيته ويخبي كاميرا وصورها عريانه وهيحانه حصرى



رابط للمشاهدة:https://t.co/dvKSyk2egK
r2eCW
#قحبتك",22/02/2019 10:48,0,0,Other
Riyadh,الشقرديه,"الوقت قاسي والقسى يبقى ع الشده صبور،،
#صلوا_علي_النبي_لاجل_شفاعته",22/02/2019 10:48,0,0,Other
Buraydah,إرتِجافّ,"ترند بعون الله
#ررريهام_العطاء",22/02/2019 10:48,0,0,Other
Riyadh,Ashraf Mansour,""" في كلام المزاح .. تظهر الكثير من الحقائق .""",22/02/2019 10:48,1,0,Joy
Riyadh,Aهمس الحروف 🌾 و نبض الكلمات,"@monsora770 آمين ،،، يارب  يامجيب الدعوات🍂",22/02/2019 10:48,0,0,Other
Aziziah,LA,تقول ارتاح لا تتعب وانا اشوف الزمن مرتاح..,22/02/2019 10:48,0,1,Peace
Riyadh,XNMOR,ابغى ارجع اختبر ستيب,22/02/2019 10:48,0,0,Other
Riyadh,مطعم د. كبسا,@to_1236 @ask_riyadh1 نفرين,22/02/2019 10:48,0,0,Other
Tabuk,MADO ABAZA 🤨,الصمت عن بعض اللغط يرفع الرااس 🤗,22/02/2019 10:48,0,1,Peace
Al Ula,a3aani FUT Coins,@Mobily كل ما يدق عليه شخص تجيني رساله موجود ما يجي اتصال والهاتف مغلق اذا دقو عليه,22/02/2019 10:48,0,0,Other
Riyadh,.,"اكثر ناس بتتعب في حياتها اللي بتمشي ورا
قلبها وبتتعامل بحسن نيه💛💛💛.",22/02/2019 10:48,0,0,Other
Riyadh,ابوفارس العنزي🇸🇦🇸🇦🇸🇦MBS,@foofy6 @i_ReKo @Taswe6 @ALAHLI_FC 😂😂😂 الله يقويه ابوالوليد,22/02/2019 10:48,0,0,Other
Tabuk,Nader,💔👌 https://t.co/Qc1J41gGGy,22/02/2019 10:48,0,0,Other
Buraydah,رمـًـًـًادي,"نسألك خير هذا اليوم
#ررريهام_العطاء",22/02/2019 10:48,0,0,Other
Ahsa,خالد العتيبي,الامير محمد بن سلمان سور المملكه العظيم 🇸🇦 https://t.co/0a0aVLyyUE,22/02/2019 10:48,0,1,Peace
Al Madinah Al Munawwarah,Turki,"@FortniteArab مين م يعرف البانسر،اغلب اللقطات بسببه.",22/02/2019 10:48,1,0,Joy
Makkah Al Mukarrama,‏ دراكولا ‏,@MousaQi تعجبني,22/02/2019 10:48,0,0,Other
Riyadh,سهام,اللهم في يوم الجمعة أفرحنا بخبر جميل واشف كل مريض و ارحم كل ميّت و اشرح صدورنا و يسّر أمورنا و اجعل هذه الجمعة استجابة لكل دعاء.❤️,22/02/2019 10:48,1,3,Peace
Buraydah,همسآت ..,"ر31
#ررريهام_العطاء",22/02/2019 10:48,0,0,Other
Riyadh,محمد5,"ان غابوا الأجواد ماغابوا من أقفاص الصدور ،،
#صلوا_علي_النبي_لاجل_شفاعته",22/02/2019 10:48,0,0,Other
Riyadh,ٰ,"يارب أمنياتي بين يديك .. قرِّبها، هوِّنها، يسِّرها",22/02/2019 10:48,0,0,Other
Buraydah,الـغّايبٌ১,"أعان الله قلبا تظاهر بالقوة وهو أشد المكسورين
#ررريهام_العطاء",22/02/2019 10:48,0,0,Other
Riyadh,ABDUL2278,"الدنيا مدرسة كبيرة 

مهما تفوقت فيها

لن تأخذ إلا شهادة وفاة 

فـ آحسن عملك
اللهم انا نسألك حٌسن الخاتمة..",22/02/2019 10:48,0,0,Other
Riyadh,هي للاكسسوارات,"حابين شي جديد ومميز ✨😍🛍زوروا موقعنا الالكتروني وشوفو اجدد التشكيلات 👌🏻😍

#SHEaccessories 
#هي_للاكسسوارات… https://t.co/KErQ7WdQZt",22/02/2019 10:48,0,0,Other
Riyadh,Ali almutiri🖤,@Nykolaa2 @if0oz 😂😂😂😂😂😂😂😭,22/02/2019 10:48,0,0,Other
Jeddah,شهاب,@Abudlim1 اذا تعطل الفار او انتهي الي المصيده.. فهي للعالمي..,22/02/2019 10:48,0,0,Other
Riyadh,Ahmed Alhomedan,"هناك أشياء يجب ألا تُقال
حتى وإن كانت تراود ذهنك.",22/02/2019 10:48,0,0,Other
Riyadh,رائد الدويش السبيعي,القصيدة النونية بخط محمد الرفاعي ونشر محمد المكاوي رحمهم الله https://t.co/s32SwQUnDb,22/02/2019 10:48,0,0,Other
Kingdom of Saudi Arabia,تاله ممحونه,"نيك انحراف مبادل عشيقها نام فوقها ولحس كسها وتقوم تركب على زبره وتهيج عليه وتشفطه فى كسها

رابط الفلم⬅️… https://t.co/gh725ypPfq",22/02/2019 10:48,0,0,Other
Jubail Industrial City,هــديل,"“you deserve someone who’s gonna treat you like you matter everyday. Not just when it’s convenient for them.""",22/02/2019 10:48,0,0,Other
Buraydah,سَرُبٌوٍت,"ر30
#ررريهام_العطاء",22/02/2019 10:48,0,0,Other
Abu Arish,ABOOD,"ما أصابني سوء إلا قلت خيرة ، وما مرني يوم كئيب إلا قلت غدا أجمل ، ومافقدت شيئا إلا قلت من الله العوض ، فالحمدلله دا… https://t.co/JmhblsuLpS",22/02/2019 10:48,0,1,Peace
Riyadh,ٰ,اللهم صلِ وسلم علـى نبينا محمد وعلى آله وصحبه أجمعين,22/02/2019 10:48,0,1,Peace
Riyadh,راشد السهلي,"لا تقلق ما زلت في قلبي

و لكن كجرح تؤذيني.",22/02/2019 10:48,0,0,Other
Riyadh,Ashraf Mansour,""" اللهم سخر لنا من الأقدار أجملها
ومن  السعادة  أكملها
ومن الأمور أسهلها
ومن الخواطر أوسعها
ومن حوائج الدنيا أيسرها وأحسنها .",22/02/2019 10:48,3,0,Joy
Makkah Al Mukarrama,‏ دراكولا ‏,@iY_Cule والله اللقطه مايعرفها غير اللي حافظ اوزيل يابوي كان بيعرض ومالحق باليسار وقام لعبها كعب باليمين,22/02/2019 10:48,0,0,Other
Riyadh,هند عبدالعزيز 👑,@AhlamAlShamsi اللهم آمين,22/02/2019 10:48,0,0,Other
Asir,هلاليه💙💙,بخصِوص صُدفتك الحُلوه ربي عطاك ميِن؟.,22/02/2019 10:48,0,0,Other
Riyadh,هويمل الشقير,"الوقت قاسي والقسى يبقى ع الشده صبور،،
#صلوا_علي_النبي_لاجل_شفاعته",22/02/2019 10:48,0,0,Other
Jazan,الليث خالد وسمالشيخ,@_ksa_football_ ههههههه ههههههههه اسد أخضر,22/02/2019 10:48,0,0,Other
Buraydah,صمت آڸۉدآع,"هاشتاق حريقه
#ررريهام_العطاء",22/02/2019 10:48,0,0,Other
Jeddah,Fawaz Alharbi,@07aa15 @wahdawii4ever @s305il الا فصفص 😍😍😍😍😍,22/02/2019 10:48,0,0,Other
Buraydah,مخمليهـﮧ,"ر30
#ررريهام_العطاء",22/02/2019 10:48,0,0,Other
Uyun Al Jawa,صالح إبراهيم العيدي,@braiksm @zareb_a جزاكم الله خير,22/02/2019 10:48,0,0,Other
Hafr Al Batin,يوسف♕⁵¹,@IIP5l اتفق💙,22/02/2019 10:48,0,0,Other
Buraydah,~ ﺷ̲ﺗ̲ﺂ̲ت ~ ❥,"ر30
#ررريهام_العطاء",22/02/2019 10:48,0,0,Other
Makkah Al Mukarrama,Hashem Baghdadi,I'm at Siteen District in Makkah https://t.co/KkF5K4x1ZH https://t.co/FrNS4z6Lf0,22/02/2019 10:48,0,0,Other
Umluj,غازي الجهني,"اللهُم اجعلنا ممن عفوت عنهُم ، ورضيت عنهُم ، وغفرت لهُم ، وحرمتهُم من النار ، وكتبت لهُم الجنّة .. 
اللهم صل وسلم عٓ نبينا محمد 🌹

ْ",22/02/2019 10:48,0,1,Peace
Jazan,عبدالعزيز زكري uzizakri,فوق هام السحب ☁️ https://t.co/i4c3QPgojN,22/02/2019 10:48,0,0,Other
Ahsa,BO SAQER 🎻,#بالمختصر 😱 والله سالفة خروج الشيخ جابر والشيخ سعد رعب بشكل غير طبيعي وتخرج بوضع صعب وانت امير دولة صعبه جدا,22/02/2019 10:48,0,0,Other
Hafr Al Batin,ريم براهيم,"كن أكبر ملهم ومحفز لنفسك ولطموحها في الحياة ، ﻻتنتظر أحدا فمن يعتمد على اﻵخرين لرفع معنوياته فسيفقد نفسه حين يفقدهم .
—",22/02/2019 10:48,0,0,Other
Riyadh,مرحوم المرحوم 🇸🇦,الآن KSA1 الكلاسيكو #الاتحاد0_2الهلال  اعادة المتعه والاستمتاع ركزو على كاريليو👍🏽,22/02/2019 10:48,0,0,Other
Buraydah,أنِيقْ…,"الله يعطيكم الصحه والعافيه
#ررريهام_العطاء",22/02/2019 10:48,0,0,Other
Riyadh,ممدوح راشد,"كان ودك عذابي الزمن مايقصر وانت كلك بركه،،
#صلوا_علي_النبي_لاجل_شفاعته",22/02/2019 10:48,0,0,Other
Riyadh,Ⓜ محمد✴️المالكي Ⓜ,@anfaisal123 صحيح,22/02/2019 10:48,0,0,Other
Ahsa,Abu-Renad,كـن قــآرئــاً للقــرآن .فقارئ القرآن لا يشكو هماً ولا غماً ولا ضيقَاً ولا ضجرَاً..؛ https://t.co/4pkobPgrw3,22/02/2019 10:48,0,0,Other
Buraydah,سجــه♩,"لا جمال دون اخلاق
#ررريهام_العطاء",22/02/2019 10:48,0,0,Other
Riyadh,دعبدالعزيزحمدالثنيان,"اللهم أرحم من لا شمس تُشرق عليهم ولا قمر يُضيء عتمتهم ،اللهم أنر قبورهم و أسقهم بـ فيضٍ من جنتك.",22/02/2019 10:48,0,1,Peace
Qatif,AR,ياعلي آيه ريلاكس ترى الاغنيه مو مكتوبة لش ولا احد هداش وياها حتى,22/02/2019 10:48,0,0,Other
Riyadh,محمد الوثلان,#قوميز_يرعب_الاطفال_اوقفوه يقولون الولد  من امس وهو يفزز من نومة مافاد فيه لا عصفر ولا غيره حسبي الله عليك ياقوميز,22/02/2019 10:48,0,0,Other
Jeddah,محمد,@A_FAHAD24 تبلد خلاص معد فيه احساس,22/02/2019 10:48,0,0,Other
Buraydah,ٱﻧﺗﮬﺈٱگِ ﺣرف,"علومكم شباب
#ررريهام_العطاء",22/02/2019 10:48,0,0,Other
Buraydah,هَوآجسُ بدُوي ..,"ر29
#ررريهام_العطاء",22/02/2019 10:48,0,0,Other
Makkah Al Mukarrama,♚ مدائح المختارﷺ۩♚,"فدَتْهُ نفسي .. فما نفسٌ تُشـابِهُهُ
  ما مِـثلُهُ بَــشَـرٌ .. والنَّـاسُ أشْبَـاهُ

القـلبُ حَنَّ لهُ .. والعــي… https://t.co/KT0d0gBkkQ",22/02/2019 10:48,0,0,Other
Buraydah,إِكَتّفُاَءّ,"كفيتوا ووفيتوا
#ررريهام_العطاء",22/02/2019 10:48,0,0,Other
Jeddah,مسفرة الغامدي,"أعظم أنواع الحب ..
لم تقل أمي يومًا بأنها تسعى دائمًا لإسعادنا ، وتحاول الوصول إلى ما يريحنا ، لم تقله يومًا، وإنما كانت تفعله.",22/02/2019 10:48,0,0,Other
Riyadh,فهد محمد الفوزان,@i_3md الليث ينبطح اسكت لا يشوفك ابو يعقوب @FN_147,22/02/2019 10:48,0,0,Other
Jeddah,Abdu I. Asiri | عبده عسيري,"#يوم_الجمعه لم تعرف الدنيا عظيماً مثله ،، صلوا عليه وسلموا تسليما .",22/02/2019 10:47,0,3,Peace
Hafr Al Batin,زعيـم ..💚🇸🇦,@Ahmed_alshmrani لكن الهلال موجود في البطوله للأسف يعني 💔💔,22/02/2019 10:47,0,0,Other
Jubail Industrial City,salehbagawi@ابن دلاك,"سلفي بنعلة (اكرمكم الله)

ودي اقول جمعة مباركة بس خايف من ردة فعل الرجال ، دبل معاليق كبدى بالفتنة.
الأرزاق موزعة و… https://t.co/qarnIf8KbC",22/02/2019 10:47,0,0,Other
Al Khobar,م. جمال الجابر,@m_altayer @BejadMAlMutairi الاعلام الغربي اليساري ادعى بان سبب اتجاه سيدي #MBS الى الشرق هو ان تلك البلاد لا يهمها… https://t.co/9gtn3cbstx,22/02/2019 10:47,0,0,Other
Buraydah,هِمس آڸڸيڸ,"هاشتاق يمشي ترليون
#ررريهام_العطاء",22/02/2019 10:47,0,0,Other
Ahsa,عابد المالكي,"أبيات من ذهب لأبي العتاهية
وفرز النفوس كفرز الصخور
    ففيها النفيس وفيها الحجـر
 وبعض الأنام كبعض الشجر
  جميل الق… https://t.co/uPHvKlAkLp",22/02/2019 10:47,0,0,Other
Jeddah,lemon✨🍋,اللهم صل وسلم على نبينا محمد وعلى اله وصحبه وسلم تسليمًا كثيرا ✨,22/02/2019 10:47,0,2,Peace
Rumah,نوره الدوسري,https://t.co/XZlEbZVOtZ,22/02/2019 10:47,0,0,Other
Kingdom of Saudi Arabia,روز.المطيري.🖤,@n9jjjl سبحان الله وبحمده سبحان الله العظيم.,22/02/2019 10:47,0,0,Other
Buraydah,.. يقـينّ,"اللهم اجرنا من النار
#ررريهام_العطاء",22/02/2019 10:47,0,0,Other
Buraydah,رَجْل أنِيقْ…,"ر29
#ررريهام_العطاء",22/02/2019 10:47,0,0,Other
Buraydah,هِمس آڸقڸۉپ,"ر29
#ررريهام_العطاء",22/02/2019 10:47,0,0,Other
Qatif,المهندس منصور,@algafri1111 @DrAl_Lawati شكرا على النصيحة,22/02/2019 10:47,0,0,Other
Riyadh,ابتسام التميمي,"#يوم_الجمعه سورة الكهف بخط واضح 💕

https://t.co/EzfltkecWA

اللهم صلِ وسلم على سيدنا محمد♥️",22/02/2019 10:47,0,1,Peace
Makkah Al Mukarrama,TMN ♛,صاحب حساب نيكوتين عنده ستميه وعشرين مليون حساب بنات فيك ياعمي قرفتنا وقرفت تويتر https://t.co/PwKHR7WeGY,22/02/2019 10:47,0,0,Other
Buraydah,مُلفِتَ,"ر30
#ررريهام_العطاء",22/02/2019 10:47,0,0,Other
Buraydah,›̵ ﺑﺴﯾﻂ,"ابشروا بالخير
#ررريهام_العطاء",22/02/2019 10:47,0,0,Other
Riyadh,ahmad ALfatek,"@lollipopxNami المساء من صورته كله حلى
والحياة بطلته تزهر عطور
يابعد روحي وعمري لك فدى
يامساء الشوق وانفاس البخور
(الفاتك)",22/02/2019 10:47,0,1,Peace
Jeddah,علي السيد,https://t.co/gwHzWycjzG,22/02/2019 10:47,0,0,Other
Jeddah,دينا صوفي,@hanxsm كل اللي حاطين صور توماس شلبي طعوس يخربوا سمعة المسلسل 😂😂😂,22/02/2019 10:47,0,0,Other
Riyadh,☾,@drizzle_w هههههههههههههههههههههه هذا لو انه بنت ..,22/02/2019 10:47,0,0,Other
Al Majmah,Abdul,"Almajma'ah, Saudi Arabia https://t.co/krhIu2AP7O",22/02/2019 10:47,0,0,Other
Buraydah,أحآسيس مبعثرهه,"انت السنين و كيف أفارق سنيني؟
#ررريهام_العطاء",22/02/2019 10:47,0,0,Other
Riyadh,ELsayed swilam,@sana_DZ_99 👉🏻👍🏻✅🌹,22/02/2019 10:47,0,0,Other
Buraydah,فَقدِتٌگ,"كل الخوف خوف الا الخوف من الله طمأنينه
#ررريهام_العطاء",22/02/2019 10:47,0,0,Other
Riyadh,Jana .,اللهم صلّ وسلم على نبينا محمد 💕,22/02/2019 10:47,0,1,Peace
Taif,أريج,خلصوا السبعين عذر وكل التبريرات,22/02/2019 10:47,0,0,Other
Dammam,R,اللّهُم إني استودعك أُمي و صحة أُمي و عافية أُمي و عُمر أُمي بودائعك التي لا تضيع❤️.,22/02/2019 10:47,0,0,Other
Buraydah,ميمـاا..♩✿﴾,"شي جميل
#ررريهام_العطاء",22/02/2019 10:47,0,0,Other
Riyadh,waleed,@CFCSAUDIFANS اجل نسوي سكب للموسم الجاي,22/02/2019 10:47,0,0,Other
Riyadh,Haitham🦅,"@myStoreME ماشاء الله تبارك الله ،، طلبت وتم توصيله خلال 5 ساعات فقط!
شكرا ماي ستور 😍.. https://t.co/DQeYoUzCjO",22/02/2019 10:47,0,0,Other
Buraydah,آعـشقگ,"اللهم يسر امري يارب
#ررريهام_العطاء",22/02/2019 10:47,1,0,Joy
Riyadh,@bantug_david,@cPedr0_ @_itsmeunik HAHAHA si @AAsPhilippp kasi eh lakas ng boses,22/02/2019 10:47,0,0,Other
Riyadh,Nokia Saudi Training,"تذكير #جدة ، متبقي 3 أيام على موعد إنتهاء عرض خصم حجز المقعد المبكر لدورة التأسيس في صيانة الجوالات القائمة بتاريخ… https://t.co/bM2gXwvd7u",22/02/2019 10:47,0,0,Other
Buraydah,صَ ♪.,"ر28
#ررريهام_العطاء",22/02/2019 10:47,0,0,Other
Jeddah,lemon✨🍋,مساء الخير وجمعة مباركة يارب 💕,22/02/2019 10:47,0,1,Peace
Dammam,بدوي من الجبل,انا اكره حزب الاصلاح حزب لعين وكذاب وعاق ولدين شلته شله كذابين,22/02/2019 10:47,0,1,Peace
Dammam,صالح بن ذيب,https://t.co/tbQz6KIVHR,22/02/2019 10:47,0,0,Other
Jeddah,رحًيِلّ,"ــ

اللهم إنا نسألك في يوم الجمعة خبر يشبه المطر، وفرحة تمحي كل حزن، وفرج لكل صابر، وشفاء لكل مريض، وإستجابة لكل دع… https://t.co/EZJzAMGmD7",22/02/2019 10:47,2,1,Joy
Jeddah,لافونتين فنادق ومنتجعات,جمعة مباركة ..امتع الأوقات في منتجع لافونتين لاقون -درة العروس - جدة .. للحجز من خلال الموقع الالكتروني… https://t.co/GohsoUs0oK,22/02/2019 10:47,0,0,Other
Al Jumum,"﮼اسماعيل،المزروعي",طبتم وطابت جمعتكم 🌹 https://t.co/2HhcxTXIeT,22/02/2019 10:47,0,0,Other
Riyadh,Nahlah Sultan alBabtain🎓,قسم بالله رحمت الكتاب 😂👏🏻 https://t.co/6BBIetpfFm,22/02/2019 10:47,0,0,Other
Hail,فهد,اللهم صل وسلم على نبينا محمد,22/02/2019 10:47,0,1,Peace
Bisha,عشق مجنون,💓🌱مـن أراد الدنيـا فعليـه بالقــرآن..❗ومـن أراد الآخـرة فعلـيه بالقــرآن..❗و مـن أرادهمـا معًـا فعليـه بالقــرآن..❗… https://t.co/LsKcUs9LQQ,22/02/2019 10:47,0,0,Other
Buraydah,ابو عبدالله,@riyadiyatv تبرير غير منطقي,22/02/2019 10:47,0,0,Other
Riyadh,RM,Bone journée,22/02/2019 10:47,0,0,Other
Buraydah,مُورِفيّن,"اقوى هجوم على الترند 
#ررريهام_العطاء",22/02/2019 10:47,0,0,Other
Tabuk,Jehad .,"على وين رايح ؟
@hazardeden10 https://t.co/0nWIr85jbw",22/02/2019 10:47,0,0,Other
Buraydah,‏﮼امجاد ▼,"ابي تعذر احساسي اذا قصرت..
وابي تعذر لو قصرت في حقك ❤️🎶",22/02/2019 10:47,0,0,Other
Al Henakiyah,شبكة ليفربول,مؤتمر كلوب لمباراة مانشستر يونايتد في الساعة الـ 2:00 ظهرا . https://t.co/wLmUXJ0lb7,22/02/2019 10:47,0,0,Other
Jazan,محمد السلاوي,https://t.co/46HwiRyA9k,22/02/2019 10:47,0,0,Other
Buraydah,مٌخاوَيَ,"ادعم وشارك في الهاشتاق
#ررريهام_العطاء",22/02/2019 10:47,0,0,Other
Buraydah,إدمَانئيل .,"ر28
#ررريهام_العطاء",22/02/2019 10:47,0,0,Other
Riyadh,ابوفارس العنزي🇸🇦🇸🇦🇸🇦MBS,@jjrkl @i_ReKo @ALAHLI_FC كفووووووو💚💚💚💚,22/02/2019 10:47,0,0,Other
Makkah Al Mukarrama,مطنش زماني,"#اقاله_بيليتش_مطلب

بعض الجماهير من بعد لقاء القادسية بيليتش داهية وشوي مع إنخفاض الاداء مدرب لك عليه ومع الخسارة م… https://t.co/hgrxQk2MML",22/02/2019 10:47,0,0,Other
Buraydah,لـَحْـنٓ..,"ر28
#ررريهام_العطاء",22/02/2019 10:47,0,0,Other
Hail,ًـ,"إعادة تدوير البهجة📿
من فضلكم ،
ساهموا معنا في إعادة تدوير البهجة داخل إجتماعاتنا الودية 
لاتنظروا لكميات الطعام وأن… https://t.co/2m3vYaHZap",22/02/2019 10:47,0,0,Other
Buraydah,khalid Bin Abdullh,@biq__ يلمح جيبوه لنا,22/02/2019 10:47,0,0,Other
Buraydah,𓆩ُمْــــوّديِِٰٰٰ𓆪‏‏‏,"ر29
#ررريهام_العطاء",22/02/2019 10:47,0,0,Other
Buraydah,.~*-غموض-*~.,"نبغى قصايد يا شباب
#ررريهام_العطاء",22/02/2019 10:47,0,0,Other
Buraydah,چݩۉݩ اڵحڑۉف,"لم أرى للحُب بابً أوسع من باب الدُعاء ..
#ررريهام_العطاء",22/02/2019 10:47,0,0,Other
Buraydah,أسٍيِر بحبگ,"قد يبعد الله عنك ما تحب ليشغلك بما يحب
#ررريهام_العطاء",22/02/2019 10:47,0,0,Other
Jeddah,رحًيِلّ,"ـــ 

كن مبتسما وأنـسى إن هناك مايُسمى
سوء حظ،قـل بـإنها خيرة وأترك أمرك لله.....🖤

تصبحون على م تحبون 😴♥️💤.",22/02/2019 10:47,1,0,Joy
Jeddah,ALHANADE  BINT  FAISAL,@KhalidAAlkhan 80% الا من رحم ربي من كلا الجنسين للأسف 👎🏻,22/02/2019 10:47,0,0,Other
Dammam,Dead inside,@axccci هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه,22/02/2019 10:47,0,0,Other
Dammam,•,اللهم صلي وسلم على نبينا محمد,22/02/2019 10:47,0,1,Peace
Jeddah,yousif,@nwc_media عملت ثلاث بلاغات والجواب تمت المعالجة ولا نزال بدون ماء.,22/02/2019 10:47,0,0,Other
Riyadh,عبدالله المهري,@gooo9j لا.,22/02/2019 10:47,0,0,Other
Buraydah,نَادر,"اذكروا الله
#ررريهام_العطاء",22/02/2019 10:47,0,0,Other
Bisha,عشق مجنون,"الجَمال ليسَ شيئاً نراهُ ، بل هُوَ شَيء نَكتشفهُ فَهو رُوح واخلاق وطِيبة قَبل أنْ يَكُون مَلامح مساء الخير 🌷",22/02/2019 10:47,0,1,Peace
Hafr Al Batin,ريم براهيم,"في أي خَطُوةٍ تخطُوها 
حاول أن تجعل العَقل والقلب معاً
لأن في العقلِ إرادةً
وفي القلبِ ضمير .",22/02/2019 10:47,0,0,Other
Jeddah,Ola,this’s unlegal😂 https://t.co/6mTqYACwfR,22/02/2019 10:47,0,0,Other
Makkah Al Mukarrama,WaleedAlmalki 🗽,كان فيه استشاري في الششه يبدأ السؤال مهما كان مستواه صعب او سهل بالطلاب ويطلع حبه حبه لين يوصل للspecialist وذي اشو… https://t.co/xG0icYCBba,22/02/2019 10:47,0,0,Other
Riyadh,مليت احب,"شخص يتكلم عن حزنه وهو مبتسم،،تأكد انه مات من داخله الف مره!!
#صلوا_علي_النبي_لاجل_شفاعته",22/02/2019 10:47,0,0,Other
Arar,يَزيد الدهمشي©️,@ProGoShop هو متوفر عندكم للطلب 🤔,22/02/2019 10:47,0,0,Other
Buraydah,حُرُوُفْ وَقٓلٓمْ,"اذكروا الله
#ررريهام_العطاء",22/02/2019 10:47,0,0,Other
Jubail Industrial City,أبوعلي,I'm at Outback Steakhouse - @outback_ksa in Jubail Industrial City https://t.co/4xQdfNxTj3,22/02/2019 10:47,0,0,Other
Aziziah,LA,لايك اذا تبيني اموت,22/02/2019 10:47,0,0,Other
Jeddah,♡أبن مــردومـہُهــ͟ツـــےⓕ♡,"#الاتحاد_والهلال
شخلووووووه
والا ما شخلوووووه
في الجوهره شخلوووه
وبدون بلنتي ولا فار 
شخلووووووه
ودووووه وجابوووه
و… https://t.co/fgUJ9HBIq6",22/02/2019 10:47,0,0,Other
Jeddah,mohamed elzeiny,@elamir3mar @EpassportGovSa لا صحه لما تداول حول هذا الخبر,22/02/2019 10:47,0,0,Other
Jazan,)(@)(,@R_NS55 الله يعطيك الف عافيه,22/02/2019 10:47,0,0,Other
Riyadh,مي التويجري,https://t.co/8bljwAeNBC,22/02/2019 10:47,0,0,Other
Buraydah,إنج ـَ‘ــذآب!̵,"وشذا الهاشتاق 
#ررريهام_العطاء",22/02/2019 10:47,0,0,Other
Al Madinah Al Munawwarah,KHALED WITH MBS 4EVER,@Gooz000 @famotheb @yasseraltalsi الرجال ماترقص يلعبون لعب رجال,22/02/2019 10:47,0,0,Other
Dammam,Sami Al-Hilal,"مِن واقعِ الحياةِ ..

مَن إرتفعَ للأعلى سَريعاً ..
هَوَى إلى الأرضِ سريعاً ..

تأملوها ، ورَاجِعوا أنفُسَكُم ..
(وَ… https://t.co/jGZ0UZJtHE",22/02/2019 10:47,1,0,Joy
مطعم نيڤين,ثامر بن خالد البليهد,https://t.co/zIqglLL8t9,22/02/2019 10:47,0,0,Other
Al Madinah Al Munawwarah,فهد الرحيلي(ابونواف),#غرد_تغريده_صلاه_عالنبي https://t.co/BdloQme2q0,22/02/2019 10:47,0,0,Other
Buraydah,ۉحيد آڸيڸ,"الله يجيب كل مافيه خير لنا
#ررريهام_العطاء",22/02/2019 10:47,0,0,Other
Buraydah,هُدؤ عَآشِقْ,"ر27
#ررريهام_العطاء",22/02/2019 10:47,0,0,Other
Sihat,ً,@HA8_23 كأنك فلبيني,22/02/2019 10:47,0,0,Other
Riyadh,ااااالمرزوقي,https://t.co/OE1wOSEqYb,22/02/2019 10:47,0,0,Other
Buraydah,هُدؤ عَآشِقْ,"ر28
#ررريهام_العطاء",22/02/2019 10:47,0,0,Other
Buraydah,استثنائي..!,"تقدرون على الترند ؟
#ررريهام_العطاء",22/02/2019 10:47,0,0,Other
Jeddah,غسان بادكوك,"ثريد مهم، يستعرض فيه د.عبدالسلام الوايل حواراً دار بينه وبين شخص يزعم أنه يقوم بعمل أبحاث علمية لصالح الراغبين في ن… https://t.co/4cKkdU07j6",22/02/2019 10:47,0,2,Peace
Jeddah,Suhaib.A♊️,اكبر غلطة ممكن الواحد يرتكبها في حق نفسه هي مقارنة نفسه بالناس.,22/02/2019 10:47,0,0,Other
Riyadh,قاف,"الحنين طريق قصير بين قلب ودمعه،،
#صلوا_علي_النبي_لاجل_شفاعته",22/02/2019 10:47,0,0,Other
Jeddah,🅑🅡🅞🅦🅝 🅢🅤🅖🅐,"طبعا كل الناس برا بتتمشى
وأنا في البيت
عشان جوزي اللطيف قرر يشتغل يوم الجمعه كمان عشان لما اقول له ابغى فلوس يقول ل… https://t.co/ksWZpXgasp",22/02/2019 10:47,0,0,Other
Buraydah,♠هِّيِّبٍّةٍّ مِّلِّﮝ,"وضعكم في السنبتيك
#ررريهام_العطاء",22/02/2019 10:47,0,0,Other
Dammam,كرت أصفر V,@AlhazzaMutab @s______sa @M_Abdullah_9 مافي احد صديقي متعب يشكك في حب الاسطورة ماجد للكيان العالمي  💙💛,22/02/2019 10:47,0,0,Other
Buraydah,مجرد آشتياق ..,"تعبت اشتاق وغيابك يطول !
#ررريهام_العطاء",22/02/2019 10:47,0,0,Other
Jeddah,حمد,هذا حسن عبدالقادر وهذا خلاقينه لا تقلد البلطان هات من عندك,22/02/2019 10:47,0,0,Other
Buraydah,وجديِ عَلَيِگ,"بعض البشر مثل القير خله على يمناك
#ررريهام_العطاء",22/02/2019 10:47,0,0,Other
Bisha,عشق مجنون,اللهم اجعل هذا المساء مساء خير لا يضيق لنا فيه صدر ولا يخيب لنا فيه أمر واجعل لنا بكل خطوة توفيق وتيسير وأجر https://t.co/jC4II0zRSE,22/02/2019 10:47,0,0,Other
Riyadh,☾,@biin_hamdan هههههههههههههههههههههه صح,22/02/2019 10:47,0,0,Other
Riyadh,mhmoudhr,@moqbail @jawathapark @almoosahospital الى الحسا تركض,22/02/2019 10:47,0,0,Other
Riyadh,أروى العنقري,#منع_الشيلات_بالمدارس افضل قرار👌🏻,22/02/2019 10:47,0,0,Other
